Timestamp,Have you ever worked remotely (Please exit if No),Age,Gender,Job_Role,Industry,Years_Experience,Work_Location,Hours_Per_Week,Virtual_Meetings_per_week,Work_Life_Balance,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resource,Productivity_Change_Rating,Social_Isolation_Rating,Satisfaction_Level,Company_Support_Rating,Sleep_Quality_Rating,Region
13/02/2025 01:56,Yes,20 - 29,Male,Designer,Health,Less than 1 year,Hybrid,30-39,0-9,One,High,Depression,Yes,No Change,One,Dissatisfied,Five,Excellent,South America
17/01/2025 15:52,Yes,50 - 59,Male,Production Engineer ,Finance,More than 10 years,Hybrid,30-39,20-29,Three,High,None,No,No Change,Four,Dissatisfied,One,Poor,South America
24/01/2025 02:00,Yes,30 - 39,Female,Devops Engineer ,Health,1-3 years,Hybrid,40-49,30+,One,Medium,Depression,Yes,Increase,Three,Neutral,Three,Poor,North America
29/01/2025 15:10,Yes,40 - 49,Non-Binary,Physiotherapist ,Security ,4-6 years,Remote,30-39,Oct-19,One,Medium,Depression,Yes,No Change,Three,Very Satisfied,Four,Poor,Oceania
23/01/2025 01:59,Yes,30 - 39,Female,Data Scientist,Legal ,1-3 years,Hybrid,50+,Oct-19,Four,Low,None,No,Decrease,One,Neutral,Two,Poor,South America
12/01/2025 23:29,Yes,40 - 49,Female,Law Practice ,Health,7-10 years,Hybrid,40-49,Oct-19,Two,Low,Burnout,No,Increase,One,Very Satisfied,Three,Good,Europe
11/01/2025 15:09,Yes,60+,Non-Binary,Hospitality ,Oil & Gas,More than 10 years,Remote,20-29,20-29,Five,Medium,Bipolar Disorder,Yes,Decrease,Four,Neutral,Three,Excellent,Asia
28/01/2025 14:44,Yes,50 - 59,Prefer not to say,Medical Doctor,Health,More than 10 years,Hybrid,40-49,Oct-19,Four,Low,Burnout,Yes,No Change,Three,Very Satisfied,Three,Poor,Africa
22/01/2025 15:26,Yes,20 - 29,Non-Binary,Compliance Analyst,Engineering,4-6 years,Remote,40-49,0-9,Three,Medium,Bipolar Disorder,No,No Change,Five,Neutral,One,Excellent,North America
14/01/2025 13:24,Yes,20 - 29,Non-Binary,Designer,Publishing ,Less than 1 year,On-site,30-39,Oct-19,Three,Low,Anxiety,No,No Change,Four,Neutral,Three,Good,North America
04/02/2025 21:57,Yes,30 - 39,Non-Binary,Customer Service ,Gaming,7-10 years,On-site,40-49,Oct-19,Four,High,Depression,No,No Change,Two,Satisfied,Five,Poor,Asia
02/01/2025 17:53,Yes,50 - 59,Non-Binary,IT Support ,Legal ,Less than 1 year,Remote,40-49,20-29,Two,Medium,Anxiety,No,Decrease,Four,Satisfied,Four,Average,Africa
06/01/2025 01:55,Yes,20 - 29,Female,Virtual Assistant ,Human Services,More than 10 years,On-site,50+,30+,Five,Medium,None,Yes,No Change,Four,Dissatisfied,Two,Average,Europe
13/02/2025 23:24,Yes,20 - 29,Prefer not to say,Marine Planner ,Consulting,Less than 1 year,Remote,20-29,Oct-19,Five,Medium,Bipolar Disorder,Yes,No Change,Four,Very Satisfied,Five,Average,Asia
18/01/2025 10:11,Yes,40 - 49,Prefer not to say,Social Media Strategists ,NGO,More than 10 years,Remote,40-49,30+,Two,High,Burnout,Yes,Increase,Five,Satisfied,One,Average,South America
24/01/2025 04:29,Yes,20 - 29,Non-Binary,Customer Service ,Oil & Gas,4-6 years,Hybrid,20-29,Oct-19,One,Low,Anxiety,No,No Change,Five,Satisfied,Two,Excellent,Africa
03/01/2025 17:00,Yes,30 - 39,Prefer not to say,Executive Assistant ,Human Services,1-3 years,On-site,20-29,20-29,Three,Medium,Depression,No,No Change,Two,Satisfied,Four,Good,Europe
07/01/2025 22:31,Yes,40 - 49,Female,Executive Assistant ,Security ,More than 10 years,Hybrid,40-49,20-29,Five,Medium,Depression,Yes,No Change,Three,Satisfied,Two,Good,South America
05/01/2025 03:01,Yes,60+,Male,Marine Planner ,Oil & Gas,4-6 years,On-site,40-49,20-29,One,Medium,Burnout,No,Decrease,Five,Dissatisfied,One,Excellent,Africa
11/01/2025 17:35,Yes,60+,Male,IT Support,Legal ,More than 10 years,Remote,50+,30+,Two,Low,None,No,Decrease,One,Dissatisfied,Five,Average,North America
04/02/2025 04:47,Yes,40 - 49,Prefer not to say,IT Support,Service ,Less than 1 year,On-site,30-39,20-29,Four,High,None,Yes,Increase,Four,Satisfied,Five,Good,Europe
16/01/2025 11:55,Yes,20 - 29,Prefer not to say,Product Owner ,IT,Less than 1 year,On-site,50+,Oct-19,One,Low,Burnout,Yes,Increase,One,Neutral,Five,Excellent,North America
13/01/2025 22:04,Yes,50 - 59,Non-Binary,Financial Analyst,Oil & Gas,4-6 years,On-site,20-29,30+,Five,Medium,Burnout,No,No Change,Four,Satisfied,Two,Excellent,Africa
29/01/2025 22:21,Yes,50 - 59,Female,Customer Service ,Legal ,4-6 years,Hybrid,30-39,30+,One,Medium,Depression,No,Increase,Three,Dissatisfied,Five,Poor,Europe
04/01/2025 06:43,Yes,20 - 29,Prefer not to say,Lifeskill Coach,Manufacturing,7-10 years,Hybrid,50+,0-9,Three,Low,Bipolar Disorder,No,Increase,Three,Dissatisfied,Four,Average,North America
15/01/2025 04:31,Yes,20 - 29,Male,Technical Writing ,Construction,4-6 years,On-site,20-29,0-9,One,Medium,Bipolar Disorder,Yes,Increase,Two,Neutral,Three,Good,Europe
01/02/2025 21:18,Yes,30 - 39,Prefer not to say,Social Media Strategists ,Retail,4-6 years,Hybrid,40-49,30+,Four,High,Depression,Yes,Increase,Three,Neutral,Five,Poor,Oceania
21/01/2025 11:06,Yes,30 - 39,Female,Secretary ,Self employed ,7-10 years,Remote,30-39,Oct-19,Four,Medium,Anxiety,No,Increase,Five,Very Satisfied,One,Excellent,South America
18/01/2025 07:16,Yes,20 - 29,Prefer not to say,IT Support,Consulting,More than 10 years,On-site,30-39,0-9,Four,High,Anxiety,No,Decrease,Five,Neutral,Two,Poor,Africa
10/01/2025 20:50,Yes,20 - 29,Prefer not to say,Journalist ,Health,Less than 1 year,Remote,30-39,20-29,Four,Low,Bipolar Disorder,No,Decrease,Two,Dissatisfied,One,Average,Oceania
30/01/2025 17:34,Yes,60+,Prefer not to say,Accountant ,Gaming,1-3 years,On-site,50+,20-29,Five,Low,Bipolar Disorder,Yes,Decrease,Three,Dissatisfied,Four,Good,South America
10/01/2025 04:23,Yes,60+,Male,PCC,NGO,7-10 years,On-site,50+,Oct-19,Two,High,Anxiety,No,No Change,Three,Satisfied,One,Good,South America
05/02/2025 17:54,Yes,30 - 39,Prefer not to say,Military Personnel ,Software ,7-10 years,Hybrid,50+,20-29,One,High,Anxiety,No,No Change,Three,Very Satisfied,One,Poor,Europe
01/02/2025 14:56,Yes,50 - 59,Female,Business Analyst,Oil & Gas,More than 10 years,Remote,40-49,Oct-19,One,Low,None,Yes,No Change,Five,Very Satisfied,Two,Poor,Europe
02/01/2025 23:58,Yes,30 - 39,Prefer not to say,Manager,Oil & Gas,1-3 years,Remote,50+,20-29,Five,Low,None,Yes,Decrease,One,Neutral,Two,Poor,Asia
02/01/2025 01:27,Yes,50 - 59,Male,Hospitality ,Service ,7-10 years,Hybrid,20-29,Oct-19,Five,High,Burnout,Yes,No Change,Five,Neutral,Four,Good,Asia
02/01/2025 11:28,Yes,40 - 49,Prefer not to say,Financial Analyst,Oil & Gas,4-6 years,On-site,40-49,20-29,Five,High,Anxiety,Yes,Increase,Four,Neutral,Three,Excellent,South America
15/01/2025 17:45,Yes,40 - 49,Non-Binary,Customer Service ,Government ,Less than 1 year,On-site,20-29,0-9,Four,High,Anxiety,Yes,Increase,Four,Neutral,One,Excellent,Asia
26/01/2025 04:56,Yes,20 - 29,Non-Binary,Financial Analyst,Education,7-10 years,Hybrid,20-29,0-9,Four,Medium,Bipolar Disorder,Yes,Increase,Two,Dissatisfied,One,Average,South America
13/01/2025 14:44,Yes,40 - 49,Prefer not to say,Marketer,Consulting,4-6 years,Remote,50+,20-29,One,Low,None,No,Increase,Four,Neutral,Five,Poor,Europe
13/02/2025 18:34,Yes,20 - 29,Non-Binary,Financial Analyst,Manufacturing,More than 10 years,Hybrid,50+,20-29,One,Low,Depression,No,No Change,Two,Very Satisfied,Three,Average,South America
01/02/2025 03:10,Yes,50 - 59,Prefer not to say,Midwife,Service ,7-10 years,On-site,40-49,20-29,Five,High,Bipolar Disorder,Yes,Increase,Three,Satisfied,Three,Good,North America
23/01/2025 10:20,Yes,60+,Prefer not to say,Physiotherapist ,Government ,Less than 1 year,Remote,40-49,20-29,Three,Low,Bipolar Disorder,Yes,Decrease,Four,Very Satisfied,Two,Excellent,North America
03/02/2025 00:02,Yes,60+,Male,Designer,Publishing ,More than 10 years,Remote,40-49,20-29,Two,High,Anxiety,Yes,No Change,One,Very Satisfied,Five,Average,South America
06/02/2025 13:14,Yes,40 - 49,Female,IT Support,Oil & Gas,1-3 years,Remote,50+,0-9,Two,Medium,Anxiety,No,Increase,Four,Dissatisfied,Two,Good,Asia
27/01/2025 06:34,Yes,60+,Prefer not to say,Compliance Analyst,Construction,More than 10 years,Remote,40-49,0-9,Two,Medium,None,No,Increase,Five,Neutral,Two,Excellent,Oceania
06/02/2025 03:57,Yes,40 - 49,Non-Binary,IT Support,Oil & Gas,7-10 years,On-site,30-39,0-9,One,High,Bipolar Disorder,No,No Change,Five,Neutral,One,Poor,Europe
07/02/2025 02:17,Yes,20 - 29,Male,Administrator,Gambling Data,4-6 years,On-site,50+,Oct-19,One,Medium,Anxiety,No,No Change,Five,Satisfied,One,Good,Africa
30/01/2025 12:50,Yes,40 - 49,Male,Designer,Legal ,1-3 years,Hybrid,30-39,0-9,Three,Medium,None,No,Increase,Four,Satisfied,Two,Poor,Europe
15/01/2025 00:41,Yes,20 - 29,Non-Binary,Financial Analyst,Media,More than 10 years,Hybrid,20-29,20-29,Five,Low,Anxiety,Yes,Decrease,Three,Satisfied,Three,Excellent,South America
08/01/2025 19:08,Yes,20 - 29,Non-Binary,Journalist ,Writing ,7-10 years,Remote,50+,0-9,Five,Medium,Anxiety,Yes,Decrease,Four,Dissatisfied,Five,Poor,North America
21/01/2025 18:13,Yes,40 - 49,Male,Teacher ,Health,More than 10 years,On-site,40-49,Oct-19,One,Low,None,Yes,No Change,Three,Very Satisfied,Two,Poor,Asia
09/01/2025 18:37,Yes,50 - 59,Male,Administrator,Engineering,4-6 years,Hybrid,50+,20-29,Five,High,Bipolar Disorder,No,No Change,Four,Satisfied,Four,Good,Asia
18/01/2025 00:58,Yes,20 - 29,Male,Process Engineer,Self employed ,7-10 years,Remote,40-49,0-9,Three,High,Anxiety,Yes,No Change,Five,Very Satisfied,Three,Excellent,Africa
01/01/2025 12:50,Yes,40 - 49,Female,Social Media Strategists ,Self employed ,7-10 years,Hybrid,40-49,20-29,Two,Medium,None,No,Increase,Four,Dissatisfied,One,Excellent,South America
09/01/2025 01:41,Yes,20 - 29,Female,Customer Service ,Oil & Gas,More than 10 years,Hybrid,40-49,20-29,Two,High,Burnout,Yes,Increase,Two,Neutral,Four,Excellent,Europe
03/01/2025 19:50,Yes,50 - 59,Female,Lifeskill Coach,Oil & Gas,7-10 years,Hybrid,50+,Oct-19,One,High,Anxiety,No,No Change,Two,Satisfied,Two,Good,North America
27/01/2025 03:29,Yes,20 - 29,Female,Technical Manager,Education,7-10 years,On-site,20-29,20-29,One,High,Bipolar Disorder,Yes,No Change,One,Very Satisfied,Two,Excellent,Europe
30/01/2025 08:28,Yes,20 - 29,Prefer not to say,Lecturing,Software ,Less than 1 year,Hybrid,50+,Oct-19,One,High,Bipolar Disorder,No,No Change,One,Neutral,Three,Average,Oceania
13/01/2025 04:01,Yes,60+,Prefer not to say,Virtual Assistant ,Health,4-6 years,On-site,50+,0-9,Five,Low,None,No,No Change,One,Very Satisfied,Four,Excellent,Asia
15/02/2025 03:51,Yes,40 - 49,Male,Financial Analyst,Oil & Gas,4-6 years,Hybrid,30-39,30+,One,Low,None,Yes,No Change,One,Very Satisfied,Two,Poor,Europe
14/01/2025 07:42,Yes,20 - 29,Female,Medical Doctor,Health,1-3 years,Hybrid,40-49,20-29,Five,Low,None,Yes,Increase,Two,Very Satisfied,Five,Good,South America
13/02/2025 06:57,Yes,20 - 29,Non-Binary,Production Engineer ,Health,1-3 years,On-site,50+,30+,Two,Low,Bipolar Disorder,No,No Change,One,Very Satisfied,Three,Good,South America
18/01/2025 14:16,Yes,40 - 49,Prefer not to say,Hospitality ,Oil & Gas,4-6 years,Remote,50+,30+,One,High,None,No,Decrease,Three,Dissatisfied,Five,Poor,Asia
12/01/2025 18:02,Yes,40 - 49,Non-Binary,Executive Assistant ,Hotel Operations ,More than 10 years,Hybrid,40-49,20-29,Three,Low,Bipolar Disorder,No,No Change,One,Dissatisfied,Five,Good,North America
04/01/2025 10:08,Yes,40 - 49,Prefer not to say,CEO,Engineering,Less than 1 year,Hybrid,50+,Oct-19,Two,High,Bipolar Disorder,Yes,No Change,One,Neutral,Five,Excellent,Oceania
21/01/2025 04:10,Yes,40 - 49,Male,Marketer,Finance,4-6 years,Remote,40-49,0-9,Five,High,None,Yes,Increase,Two,Neutral,Three,Excellent,North America
09/02/2025 16:45,Yes,30 - 39,Female,Devops Engineer ,Oil & Gas,4-6 years,Hybrid,20-29,20-29,Two,Low,Anxiety,Yes,No Change,Five,Dissatisfied,Two,Good,Africa
05/01/2025 11:10,Yes,40 - 49,Male,Psychiatrist ,Human Services,Less than 1 year,Hybrid,30-39,0-9,One,Medium,Depression,Yes,Decrease,Four,Dissatisfied,Three,Good,Europe
18/01/2025 03:48,Yes,60+,Non-Binary,Virtual Assistant ,NGO,1-3 years,Hybrid,40-49,Oct-19,Five,Medium,Bipolar Disorder,No,Increase,Four,Very Satisfied,Two,Excellent,Oceania
07/01/2025 21:15,Yes,60+,Non-Binary,Communicator,Oil & Gas,Less than 1 year,Remote,50+,0-9,Five,Medium,None,No,Increase,Four,Dissatisfied,Four,Good,Oceania
11/02/2025 07:20,Yes,30 - 39,Female,CEO,Oil & Gas,1-3 years,Remote,30-39,Oct-19,Four,Medium,Depression,No,Decrease,Three,Dissatisfied,Four,Excellent,Europe
27/01/2025 05:10,Yes,50 - 59,Prefer not to say,IT Support ,Media,7-10 years,On-site,20-29,Oct-19,Two,Low,Bipolar Disorder,No,No Change,One,Dissatisfied,Three,Excellent,Europe
20/01/2025 19:45,Yes,30 - 39,Prefer not to say,Administrator,NGO,Less than 1 year,Remote,40-49,0-9,Three,Medium,None,Yes,Increase,Three,Very Satisfied,One,Poor,North America
10/02/2025 14:49,Yes,50 - 59,Non-Binary,Medical Doctor,Government ,1-3 years,Hybrid,40-49,0-9,Five,Low,Depression,No,Increase,Two,Very Satisfied,Five,Poor,Europe
15/01/2025 05:29,Yes,60+,Female,Physiotherapist ,Oil & Gas,4-6 years,Hybrid,50+,30+,One,High,Bipolar Disorder,No,Decrease,Three,Dissatisfied,One,Good,Africa
17/01/2025 11:41,Yes,20 - 29,Female,IT Support ,Oil & Gas,1-3 years,Hybrid,40-49,30+,One,Low,Bipolar Disorder,Yes,Decrease,Two,Satisfied,Five,Excellent,Oceania
14/02/2025 02:23,Yes,40 - 49,Female,Psychiatrist ,Writing ,4-6 years,On-site,50+,Oct-19,Two,Medium,Burnout,No,Increase,Four,Dissatisfied,Four,Poor,North America
04/02/2025 12:22,Yes,50 - 59,Prefer not to say,Virtual Assistant ,Finance,More than 10 years,On-site,30-39,20-29,Three,Low,Anxiety,Yes,Decrease,Five,Satisfied,Three,Poor,North America
14/01/2025 09:25,Yes,20 - 29,Prefer not to say,Compliance Analyst,Oil & Gas,More than 10 years,Remote,30-39,30+,One,Low,None,No,Decrease,Three,Very Satisfied,Three,Poor,Africa
22/01/2025 17:39,Yes,20 - 29,Prefer not to say,Software Engineer,Oil & Gas,More than 10 years,On-site,30-39,30+,Five,High,Burnout,No,Decrease,Three,Dissatisfied,Three,Good,South America
02/02/2025 07:34,Yes,30 - 39,Female,Technical Manager,Oil & Gas,1-3 years,Hybrid,20-29,0-9,Two,Medium,Depression,No,No Change,Five,Dissatisfied,Three,Good,Africa
11/01/2025 09:45,Yes,60+,Prefer not to say,Consultant,Construction,More than 10 years,Remote,20-29,Oct-19,Five,Medium,Burnout,No,Increase,Three,Satisfied,Four,Average,Europe
08/02/2025 08:31,Yes,50 - 59,Female,Process Engineer,Supply Chain ,More than 10 years,Hybrid,40-49,0-9,Four,High,Bipolar Disorder,Yes,Increase,Four,Neutral,Four,Excellent,North America
11/02/2025 20:09,Yes,20 - 29,Male,Physiotherapist ,Health,Less than 1 year,On-site,30-39,20-29,Four,Medium,None,Yes,Decrease,Four,Dissatisfied,Two,Excellent,South America
18/01/2025 11:32,Yes,30 - 39,Female,Journalist ,Oil & Gas,1-3 years,Remote,40-49,0-9,Two,High,None,Yes,Increase,One,Very Satisfied,Two,Good,Oceania
08/01/2025 20:43,Yes,60+,Prefer not to say,IT Support ,Health,7-10 years,Hybrid,40-49,Oct-19,Five,Low,Bipolar Disorder,Yes,Increase,Three,Neutral,Two,Average,Europe
30/01/2025 23:44,Yes,40 - 49,Male,Psychiatrist ,Legal ,Less than 1 year,On-site,30-39,0-9,Three,Low,Bipolar Disorder,Yes,Increase,Five,Very Satisfied,Four,Good,Europe
28/01/2025 11:36,Yes,40 - 49,Male,HSE Officer ,Manufacturing,Less than 1 year,On-site,20-29,30+,Four,Low,Bipolar Disorder,No,No Change,Three,Very Satisfied,Four,Good,South America
02/02/2025 09:36,Yes,60+,Male,Technical Manager,Oil & Gas,7-10 years,Hybrid,30-39,20-29,Two,Medium,Burnout,Yes,Increase,Four,Dissatisfied,Five,Good,Africa
21/01/2025 15:02,Yes,50 - 59,Non-Binary,Financial Analyst,Oil & Gas,7-10 years,On-site,30-39,Oct-19,Five,Low,None,Yes,No Change,Two,Neutral,Two,Poor,Africa
07/01/2025 05:39,Yes,20 - 29,Female,HR,Oil & Gas,4-6 years,Hybrid,40-49,Oct-19,Five,Low,Bipolar Disorder,Yes,Increase,Five,Dissatisfied,Three,Poor,South America
09/01/2025 05:05,Yes,50 - 59,Prefer not to say,Accountant ,Legal ,4-6 years,Remote,50+,30+,One,Medium,Depression,No,No Change,Five,Dissatisfied,Five,Good,Africa
16/01/2025 20:21,Yes,20 - 29,Prefer not to say,Customer Service ,Oil & Gas,1-3 years,Hybrid,50+,0-9,Four,Low,Bipolar Disorder,No,Decrease,Five,Satisfied,Four,Average,Europe
17/01/2025 08:08,Yes,40 - 49,Non-Binary,Marine Planner ,Education,1-3 years,Hybrid,20-29,30+,Five,Medium,Bipolar Disorder,No,No Change,Two,Neutral,Three,Poor,Africa
09/01/2025 17:30,Yes,30 - 39,Prefer not to say,Hospitality ,Legal ,4-6 years,Remote,20-29,Oct-19,One,High,Depression,No,Increase,One,Neutral,One,Average,South America
07/01/2025 03:14,Yes,50 - 59,Female,IT Support ,IT,1-3 years,Remote,20-29,30+,Five,Low,Bipolar Disorder,Yes,No Change,One,Satisfied,One,Average,Europe
29/01/2025 01:07,Yes,20 - 29,Prefer not to say,HSE Officer ,Retail,Less than 1 year,Hybrid,50+,Oct-19,Five,High,None,Yes,Decrease,Three,Very Satisfied,One,Average,Europe
13/02/2025 03:35,Yes,20 - 29,Female,Designer,Legal ,1-3 years,On-site,30-39,30+,Four,Medium,Anxiety,Yes,No Change,One,Dissatisfied,Three,Poor,Africa
03/02/2025 21:52,Yes,60+,Prefer not to say,Compliance Analyst,Supply Chain ,7-10 years,Hybrid,50+,20-29,One,Medium,Burnout,Yes,No Change,Three,Very Satisfied,Two,Excellent,North America
31/01/2025 15:09,Yes,40 - 49,Non-Binary,HR,Manufacturing,1-3 years,Remote,50+,30+,Five,Low,Bipolar Disorder,No,No Change,Three,Very Satisfied,Three,Excellent,South America
13/02/2025 16:21,Yes,30 - 39,Male,Executive Assistant ,Consulting,4-6 years,On-site,50+,0-9,Four,High,Depression,Yes,Increase,Two,Dissatisfied,Four,Poor,Asia
10/01/2025 09:51,Yes,50 - 59,Non-Binary,Financial Analyst,Retail,More than 10 years,On-site,20-29,0-9,Two,High,Bipolar Disorder,No,No Change,Four,Neutral,Two,Poor,Oceania
08/01/2025 16:18,Yes,30 - 39,Prefer not to say,Materials Coordinator ,Oil & Gas,1-3 years,On-site,30-39,30+,Five,Low,Burnout,No,Decrease,Two,Dissatisfied,Four,Poor,Oceania
29/01/2025 10:10,Yes,60+,Non-Binary,Teacher,Hotel Operations ,More than 10 years,Remote,50+,20-29,Four,Medium,None,No,Decrease,Three,Satisfied,Three,Excellent,Oceania
07/01/2025 00:08,Yes,30 - 39,Prefer not to say,Writer,Engineering,7-10 years,Hybrid,20-29,30+,Two,Medium,Anxiety,No,No Change,One,Very Satisfied,Four,Excellent,Europe
19/01/2025 11:23,Yes,60+,Prefer not to say,Devops Engineer ,Health,Less than 1 year,Remote,20-29,0-9,One,High,Burnout,No,No Change,Five,Satisfied,Five,Good,North America
15/02/2025 00:58,Yes,30 - 39,Prefer not to say,Software Engineer,Oil & Gas,1-3 years,Remote,50+,0-9,Two,Low,Burnout,Yes,Increase,Two,Dissatisfied,Three,Average,North America
02/02/2025 05:35,Yes,60+,Female,Devops Engineer ,Retail,More than 10 years,Remote,30-39,30+,Four,High,Depression,No,Increase,Four,Dissatisfied,Three,Excellent,Europe
04/02/2025 13:36,Yes,50 - 59,Male,Physiotherapist ,Education,4-6 years,Remote,50+,30+,Three,Low,Anxiety,No,No Change,One,Satisfied,Two,Good,Europe
10/02/2025 21:27,Yes,40 - 49,Female,IT Support,Oil & Gas,More than 10 years,Hybrid,40-49,30+,Four,High,Bipolar Disorder,No,Decrease,Two,Dissatisfied,One,Average,Oceania
17/01/2025 00:13,Yes,40 - 49,Male,Marketer,NGO,More than 10 years,On-site,30-39,Oct-19,Five,Medium,None,Yes,Decrease,Three,Very Satisfied,Four,Good,Asia
18/01/2025 15:54,Yes,60+,Male,Law Practice ,Oil & Gas,7-10 years,On-site,40-49,20-29,One,High,Depression,Yes,Decrease,Four,Very Satisfied,One,Excellent,Asia
27/01/2025 19:39,Yes,30 - 39,Male,Law Practice ,Education,4-6 years,On-site,30-39,20-29,One,Low,Anxiety,Yes,Decrease,Two,Very Satisfied,Five,Poor,Asia
27/01/2025 06:17,Yes,30 - 39,Non-Binary,IT Support,Legal ,Less than 1 year,Hybrid,20-29,0-9,Three,Medium,Burnout,No,Decrease,Two,Dissatisfied,Five,Average,Asia
31/01/2025 00:43,Yes,20 - 29,Non-Binary,Compliance Analyst,Health,More than 10 years,Remote,40-49,20-29,One,High,Burnout,Yes,Increase,One,Very Satisfied,Five,Average,Oceania
16/01/2025 02:39,Yes,50 - 59,Male,Technical Manager,Publishing ,7-10 years,On-site,20-29,0-9,Four,High,None,Yes,Increase,Two,Satisfied,One,Good,North America
07/02/2025 01:15,Yes,60+,Non-Binary,Teacher ,Gaming,More than 10 years,Hybrid,20-29,30+,Three,Low,Anxiety,Yes,Increase,Three,Satisfied,Three,Average,Africa
27/01/2025 01:38,Yes,50 - 59,Female,Marketer,Legal ,Less than 1 year,Hybrid,40-49,20-29,One,Low,Depression,Yes,Increase,Three,Satisfied,Five,Average,North America
21/01/2025 04:14,Yes,40 - 49,Male,Technical Manager,Human Services,7-10 years,On-site,20-29,20-29,Four,Medium,Depression,No,Decrease,Four,Dissatisfied,Three,Poor,Europe
24/01/2025 18:54,Yes,20 - 29,Female,Sales,Oil & Gas,More than 10 years,Hybrid,30-39,0-9,One,High,Burnout,No,Decrease,One,Satisfied,Five,Good,North America
14/01/2025 20:28,Yes,20 - 29,Non-Binary,Communicator,Oil & Gas,More than 10 years,Remote,30-39,0-9,Five,Low,Burnout,No,Increase,Three,Neutral,Five,Good,Asia
15/01/2025 16:07,Yes,20 - 29,Male,Military Personnel ,Software ,1-3 years,Remote,30-39,Oct-19,Two,Low,Anxiety,No,No Change,Four,Dissatisfied,One,Average,Oceania
07/02/2025 11:28,Yes,30 - 39,Female,Compliance Analyst,Writing ,More than 10 years,Remote,50+,30+,One,Medium,Depression,No,No Change,Two,Very Satisfied,Four,Good,Asia
09/02/2025 21:31,Yes,30 - 39,Non-Binary,Software Engineer,Oil & Gas,More than 10 years,Remote,20-29,0-9,Two,Low,Anxiety,No,Increase,Five,Satisfied,Three,Excellent,South America
08/01/2025 23:13,Yes,30 - 39,Prefer not to say,Administrator,Oil & Gas,More than 10 years,On-site,50+,20-29,Five,Medium,Anxiety,Yes,No Change,Three,Satisfied,Four,Average,Asia
10/01/2025 20:19,Yes,50 - 59,Prefer not to say,Technical Manager,Consulting,4-6 years,Hybrid,40-49,Oct-19,Five,Low,Bipolar Disorder,No,No Change,Three,Dissatisfied,Five,Average,Europe
30/01/2025 22:38,Yes,60+,Prefer not to say,Aluminum ,Education,More than 10 years,On-site,20-29,30+,Three,Medium,Bipolar Disorder,Yes,No Change,Three,Neutral,Four,Good,North America
11/01/2025 08:28,Yes,20 - 29,Non-Binary,Executive Assistant ,Government ,More than 10 years,On-site,50+,30+,One,Low,Burnout,Yes,Decrease,Four,Satisfied,Three,Poor,Europe
03/01/2025 00:16,Yes,30 - 39,Prefer not to say,Process Engineer ,IT,1-3 years,Remote,40-49,0-9,Three,Low,Depression,Yes,No Change,Three,Very Satisfied,Five,Excellent,Africa
20/01/2025 01:32,Yes,20 - 29,Non-Binary,Marketer,Writing ,1-3 years,On-site,20-29,30+,Two,High,Anxiety,No,Decrease,Two,Dissatisfied,Five,Poor,Europe
04/01/2025 01:47,Yes,20 - 29,Female,Project Manager,Oil & Gas,1-3 years,On-site,20-29,Oct-19,Two,Medium,Bipolar Disorder,Yes,Decrease,Three,Dissatisfied,Two,Poor,North America
31/01/2025 19:23,Yes,40 - 49,Non-Binary,Executive Assistant ,Software ,1-3 years,Remote,30-39,0-9,Five,High,Bipolar Disorder,No,Decrease,Five,Satisfied,One,Excellent,North America
03/01/2025 00:50,Yes,60+,Prefer not to say,Product Manager,Gaming,More than 10 years,Remote,30-39,Oct-19,Three,High,Anxiety,Yes,No Change,Five,Very Satisfied,One,Good,Asia
24/01/2025 09:20,Yes,20 - 29,Male,Banking ,Hotel Operations ,1-3 years,On-site,40-49,20-29,Two,Medium,Depression,Yes,Increase,One,Dissatisfied,Four,Good,South America
02/02/2025 19:01,Yes,50 - 59,Prefer not to say,Technical Writing ,Oil & Gas,4-6 years,Hybrid,40-49,30+,Four,Low,Anxiety,No,Increase,Five,Very Satisfied,One,Good,South America
18/01/2025 12:53,Yes,30 - 39,Male,Administrator,Retail,7-10 years,Hybrid,20-29,20-29,Three,Low,Bipolar Disorder,No,No Change,Four,Neutral,Three,Excellent,Europe
08/01/2025 21:57,Yes,20 - 29,Female,Financial Analyst,Health,More than 10 years,On-site,40-49,Oct-19,Two,High,Burnout,No,Increase,Two,Very Satisfied,Five,Average,Europe
27/01/2025 20:59,Yes,30 - 39,Female,Project Manager,Oil & Gas,1-3 years,On-site,50+,0-9,One,Low,None,No,Increase,One,Very Satisfied,Five,Poor,South America
31/01/2025 10:01,Yes,50 - 59,Female,PCC,Hotel Operations ,4-6 years,Remote,20-29,Oct-19,Five,High,None,No,Increase,Five,Satisfied,Five,Good,Oceania
01/01/2025 16:20,Yes,40 - 49,Male,Communicator,Construction,7-10 years,Hybrid,30-39,Oct-19,One,Medium,Depression,Yes,Decrease,Three,Neutral,Three,Excellent,Europe
15/01/2025 03:57,Yes,60+,Male,Executive Assistant ,Legal ,7-10 years,Remote,40-49,Oct-19,Three,High,Bipolar Disorder,No,Increase,Two,Dissatisfied,Four,Average,Africa
24/01/2025 10:45,Yes,50 - 59,Female,Teacher ,Oil & Gas,1-3 years,Remote,30-39,0-9,Two,High,Bipolar Disorder,Yes,No Change,Three,Satisfied,Three,Excellent,Asia
